img_path,timestamp,x,y,z,layer_height,extrusion_e,extrusion_rate,speed_f,nozzle_tip_x,nozzle_tip_y,layer_height_class,extrusion_class
dataset_filtered/A1i_000.jpg,2024-10-24_13-29-48,-32.718568,-21.983027,1.665665,0.6,16.12,0.2,1800,630,363,1,1
dataset_filtered/A1i_001.jpg,2024-10-24_13-29-50,-20.010632,30.001553,1.820172,0.6,30.73,0.2,1800,630,363,1,1
dataset_filtered/A1i_002.jpg,2024-10-24_13-29-53,36.250159,16.909345,1.97897,0.6,45.78,0.2,1800,630,363,1,1
dataset_filtered/A1i_003.jpg,2024-10-24_13-29-55,15.151985,-39.79929,2.152361,0.6,62.24,0.2,1800,630,363,1,1
dataset_filtered/A1i_004.jpg,2024-10-24_13-29-58,-39.041404,-7.046142,2.3,0.6,76.24,0.2,1800,630,363,1,1
dataset_filtered/A1i_005.jpg,2024-10-24_13-30-00,-19.868115,40.0,2.441631,0.6,89.6,0.2,1800,630,363,1,1
dataset_filtered/A1i_006.jpg,2024-10-24_13-30-03,39.96858,1.585107,2.612446,0.6,105.82,0.2,1800,630,363,1,1
dataset_filtered/A1i_007.jpg,2024-10-24_13-30-05,-7.080484,-38.756533,2.799571,0.6,123.59,0.2,1800,630,363,1,1
dataset_filtered/A1i_008.jpg,2024-10-24_13-30-08,-39.540448,13.5833,2.943777,0.6,137.28,0.2,1800,630,363,1,1
dataset_filtered/A1i_009.jpg,2024-10-24_13-30-10,13.232636,37.747796,3.112017,0.6,153.18,0.2,1800,630,363,1,1
dataset_filtered/A1i_010.jpg,2024-10-24_13-30-13,32.682388,-40.596504,3.315451,0.6,172.51,0.2,1800,630,363,1,1
dataset_filtered/A1i_011.jpg,2024-10-24_13-30-15,-14.253039,-35.998714,3.41588,0.6,182.05,0.2,1800,630,363,1,1
dataset_filtered/A1i_012.jpg,2024-10-24_13-30-18,-39.779625,18.312012,3.554077,0.6,195.18,0.2,1800,630,363,1,1
dataset_filtered/A1i_013.jpg,2024-10-24_13-30-20,30.459225,25.927486,3.756652,0.6,214.36,0.2,1800,630,363,1,1
dataset_filtered/A1i_014.jpg,2024-10-24_13-30-23,14.005677,-39.352724,3.954936,0.6,233.22,0.2,1800,630,363,1,1
