img_path,timestamp,x,y,z,layer_height,extrusion_e,extrusion_rate,speed_f,nozzle_tip_x,nozzle_tip_y,layer_height_class,extrusion_class
dataset_filtered/A1l_000.jpg,2024-10-24_14-55-42,-4.391749,-39.41855,1.593562,0.6,9.28,0.2,1800,638,364,1,1
dataset_filtered/A1l_001.jpg,2024-10-24_14-55-45,-39.896284,4.766985,1.724893,0.6,21.74,0.2,1800,638,364,1,1
dataset_filtered/A1l_002.jpg,2024-10-24_14-55-47,18.192883,35.623293,1.923176,0.6,40.48,0.2,1800,638,364,1,1
dataset_filtered/A1l_003.jpg,2024-10-24_14-55-50,39.592789,-40.015901,2.100858,0.6,57.35,0.2,1800,638,364,1,1
dataset_filtered/A1l_004.jpg,2024-10-24_14-55-52,-8.311816,-38.442089,2.202146,0.6,66.96,0.2,1800,638,364,1,1
dataset_filtered/A1l_005.jpg,2024-10-24_14-55-55,-39.788228,15.718429,2.348069,0.6,80.81,0.2,1800,638,364,1,1
dataset_filtered/A1l_006.jpg,2024-10-24_14-55-57,22.710014,32.928026,2.534335,0.6,98.4,0.2,1800,638,364,1,1
dataset_filtered/A1l_007.jpg,2024-10-24_14-55-59,16.798476,-39.586284,2.748927,0.6,118.78,0.2,1800,638,364,1,1
dataset_filtered/A1l_008.jpg,2024-10-24_14-56-02,-22.89591,-32.348173,2.835622,0.6,127.01,0.2,1800,638,364,1,1
dataset_filtered/A1l_009.jpg,2024-10-24_14-56-05,-39.50454,20.0,2.958369,0.6,138.65,0.2,1800,638,364,1,1
dataset_filtered/A1l_010.jpg,2024-10-24_14-56-07,26.819062,29.677217,3.145494,0.6,156.36,0.2,1800,638,364,1,1
dataset_filtered/A1l_011.jpg,2024-10-24_14-56-09,12.345245,-39.647581,3.358369,0.6,176.59,0.2,1800,638,364,1,1
dataset_filtered/A1l_012.jpg,2024-10-24_14-56-12,-30.093788,-25.897464,3.456223,0.6,185.89,0.2,1800,638,364,1,1
dataset_filtered/A1l_013.jpg,2024-10-24_14-56-14,-30.0,20.538171,3.579828,0.6,197.59,0.2,1800,638,364,1,1
dataset_filtered/A1l_014.jpg,2024-10-24_14-56-17,36.193775,17.029679,3.77897,0.6,216.48,0.2,1800,638,364,1,1
dataset_filtered/A1l_015.jpg,2024-10-24_14-56-19,3.870384,-40.582101,3.976395,0.6,235.26,0.2,1800,638,364,1,1
dataset_filtered/A1l_016.jpg,2024-10-24_14-56-22,-35.225166,-15.418865,4.081116,0.6,245.22,0.2,1800,638,364,1,1
dataset_filtered/A1l_017.jpg,2024-10-24_14-56-24,-20.0701,30.025751,4.22103,0.6,258.46,0.2,1800,638,364,1,1
dataset_filtered/A1l_018.jpg,2024-10-24_14-56-27,39.382499,7.001295,4.401288,0.6,275.58,0.2,1800,638,364,1,1
