img_path,timestamp,x,y,z,layer_height,extrusion_e,extrusion_rate,speed_f,nozzle_tip_x,nozzle_tip_y,layer_height_class,extrusion_class
dataset_filtered/C7a_000.jpg,2024-10-17_13-04-23,-9.520808,-38.163118,1.709442,1.2,72.37,1.4,1800,644,368,2,2
dataset_filtered/C7a_001.jpg,2024-10-17_13-04-26,-39.991347,19.80405,2.013305,1.2,173.24,1.4,1800,644,368,2,2
dataset_filtered/C7a_002.jpg,2024-10-17_13-04-29,26.862906,29.63754,2.390987,1.2,298.1,1.4,1800,644,368,2,2
dataset_filtered/C7a_003.jpg,2024-10-17_13-04-33,16.801308,-39.570693,2.797854,1.2,433.32,1.4,1800,644,368,2,2
dataset_filtered/C7a_004.jpg,2024-10-17_13-04-35,-40.030211,-0.322551,3.129185,1.2,543.37,1.4,1800,644,368,2,2
dataset_filtered/C7a_005.jpg,2024-10-17_13-04-38,22.607341,32.998534,3.56867,1.2,688.59,1.4,1800,644,368,2,2
dataset_filtered/C7a_006.jpg,2024-10-17_13-04-42,18.497392,-39.233065,3.990987,1.2,829.18,1.4,1800,644,368,2,2
dataset_filtered/C7a_007.jpg,2024-10-17_13-04-45,-38.516524,-9.375081,4.291416,1.2,929.14,1.4,1800,644,368,2,2
dataset_filtered/C7a_008.jpg,2024-10-17_13-04-48,26.925704,29.58035,4.792704,1.2,1094.93,1.4,1800,644,368,2,2
dataset_filtered/C7a_009.jpg,2024-10-17_13-04-51,18.594982,-38.900492,5.190987,1.2,1227.89,1.4,1800,644,368,2,2
dataset_filtered/C7a_010.jpg,2024-10-17_13-04-54,-34.298784,-16.33305,5.458798,1.2,1317.24,1.4,1800,644,368,2,2
dataset_filtered/C7a_011.jpg,2024-10-17_13-04-57,-19.868234,39.901169,5.786695,1.2,1425.36,1.4,1800,644,368,2,2
dataset_filtered/C7a_012.jpg,2024-10-17_13-05-00,19.935731,-38.795204,6.385837,1.2,1625.79,1.4,1800,644,368,2,2
dataset_filtered/C7a_013.jpg,2024-10-17_13-05-03,-30.914468,-25.143342,6.62103,1.2,1704.5,1.4,1800,644,368,2,2
dataset_filtered/C7a_014.jpg,2024-10-17_13-05-07,2.89368,39.894288,7.084549,1.2,1857.93,1.4,1800,644,368,2,2
dataset_filtered/C7a_015.jpg,2024-10-17_13-05-10,16.804725,-38.222574,7.599571,1.2,2030.78,1.4,1800,644,368,2,2
dataset_filtered/C7a_016.jpg,2024-10-17_13-05-13,-28.66705,-29.138186,7.803863,1.2,2099.34,1.4,1800,644,368,2,2
dataset_filtered/C7a_017.jpg,2024-10-17_13-05-16,-20.658174,30.0,8.14721,1.2,2213.38,1.4,1800,644,368,2,2
dataset_filtered/C7a_018.jpg,2024-10-17_13-05-19,34.906401,-41.688341,8.722318,1.2,2406.07,1.4,1800,644,368,2,2
dataset_filtered/C7a_019.jpg,2024-10-17_13-05-22,-13.394603,-34.873102,8.935193,1.2,2477.66,1.4,1800,644,368,2,2
dataset_filtered/C7a_020.jpg,2024-10-17_13-05-25,-30.0,20.539597,9.271674,1.2,2589.95,1.4,1800,644,368,2,2
dataset_filtered/C7a_021.jpg,2024-10-17_13-05-28,29.625007,-41.79354,9.944635,1.2,2815.54,1.4,1800,644,368,2,2
dataset_filtered/C7a_022.jpg,2024-10-17_13-05-31,4.868989,-41.56155,10.05279,1.2,2851.96,1.4,1800,644,368,2,2
dataset_filtered/C7a_023.jpg,2024-10-17_13-05-34,-39.108487,20.0,10.433906,1.2,2979.71,1.4,1800,644,368,2,2
dataset_filtered/C7a_024.jpg,2024-10-17_13-05-37,39.731608,4.62617,10.914592,1.2,3140.37,1.4,1800,644,368,2,2
dataset_filtered/C7a_025.jpg,2024-10-17_13-05-40,2.562847,-42.003865,11.26309,1.2,3257.73,1.4,1800,644,368,2,2
dataset_filtered/C7a_026.jpg,2024-10-17_13-05-43,-39.875573,19.711246,11.630472,1.2,3381.16,1.4,1800,644,368,2,2
dataset_filtered/C7a_027.jpg,2024-10-17_13-05-47,35.377433,-41.746562,12.320601,1.2,3612.04,1.4,1800,644,368,2,2
dataset_filtered/C7a_028.jpg,2024-10-17_13-05-50,-0.227406,-41.706315,12.475107,1.2,3663.86,1.4,1800,644,368,2,2
dataset_filtered/C7a_029.jpg,2024-10-17_13-05-53,-38.271106,15.315406,12.811588,1.2,3776.61,1.4,1800,644,368,2,2
dataset_filtered/C7a_030.jpg,2024-10-17_13-05-56,39.611293,5.562068,13.309442,1.2,3942.54,1.4,1800,644,368,2,2
dataset_filtered/C7a_031.jpg,2024-10-17_13-05-59,-10.916133,-35.67979,13.726609,1.2,4082.03,1.4,1800,644,368,2,2
dataset_filtered/C7a_032.jpg,2024-10-17_13-06-02,-40.054796,4.205461,13.963519,1.2,4161.06,1.4,1800,644,368,2,2
dataset_filtered/C7a_033.jpg,2024-10-17_13-06-05,39.355133,4.735937,14.511159,1.2,4342.88,1.4,1800,644,368,2,2
dataset_filtered/C7a_034.jpg,2024-10-17_13-06-08,1.77604,-41.679683,14.866524,1.2,4461.01,1.4,1800,644,368,2,2
dataset_filtered/C7a_035.jpg,2024-10-17_13-06-11,-39.135307,-8.544466,15.106867,1.2,4540.75,1.4,1800,644,368,2,2
dataset_filtered/C7a_036.jpg,2024-10-17_13-06-14,2.650555,39.7775,15.496567,1.2,4669.25,1.4,1800,644,368,2,2
dataset_filtered/C7a_037.jpg,2024-10-17_13-06-17,-4.853678,-39.54711,16.095708,1.2,4867.08,1.4,1800,644,368,2,2
dataset_filtered/C7a_038.jpg,2024-10-17_13-06-20,-33.853568,-16.527992,16.265665,1.2,4923.07,1.4,1800,644,368,2,2
dataset_filtered/C7a_039.jpg,2024-10-17_13-06-23,-19.692598,40.0,16.602146,1.2,5033.14,1.4,1800,644,368,2,2
dataset_filtered/C7a_040.jpg,2024-10-17_13-06-26,-11.79462,-36.132328,17.328326,1.2,5271.21,1.4,1800,644,368,2,2
dataset_filtered/C7a_041.jpg,2024-10-17_13-06-29,-29.333902,-27.514799,17.414163,1.2,5299.28,1.4,1800,644,368,2,2
dataset_filtered/C7a_042.jpg,2024-10-17_13-06-32,-20.0,39.784589,17.800429,1.2,5424.87,1.4,1800,644,368,2,2
dataset_filtered/C7a_043.jpg,2024-10-17_13-06-35,-8.67011,-37.866339,18.512876,1.2,5656.58,1.4,1800,644,368,2,2
dataset_filtered/C7a_044.jpg,2024-10-17_13-06-38,-39.775287,-5.538451,18.718884,1.2,5723.45,1.4,1800,644,368,2,2
dataset_filtered/C7a_045.jpg,2024-10-17_13-06-41,-20.0,30.430331,18.960944,1.2,5801.42,1.4,1800,644,368,2,2
dataset_filtered/C7a_046.jpg,2024-10-17_13-06-44,-15.484054,-35.749605,19.743777,1.2,6054.38,1.4,1800,644,368,2,2
