img_path,timestamp,x,y,z,layer_height,extrusion_e,extrusion_rate,speed_f,nozzle_tip_x,nozzle_tip_y,layer_height_class,extrusion_class
dataset_filtered/A0a_000.jpg,2024-10-21_14-19-02,-9.146783,-38.306746,1.603863,0.6,5.13,0.1,1800,640,364,1,0
dataset_filtered/A0a_001.jpg,2024-10-21_14-19-04,-39.997057,19.839922,1.756652,0.6,12.38,0.1,1800,640,364,1,0
dataset_filtered/A0a_002.jpg,2024-10-21_14-19-06,18.192883,35.623293,1.923176,0.6,20.24,0.1,1800,640,364,1,0
dataset_filtered/A0a_003.jpg,2024-10-21_14-19-09,29.408066,-40.168016,2.122318,0.6,29.69,0.1,1800,640,364,1,0
dataset_filtered/A0a_004.jpg,2024-10-21_14-19-11,-18.663662,-34.725113,2.225322,0.6,34.58,0.1,1800,640,364,1,0
dataset_filtered/A0a_005.jpg,2024-10-21_14-19-14,-39.987409,19.787798,2.356652,0.6,40.81,0.1,1800,640,364,1,0
dataset_filtered/A0a_006.jpg,2024-10-21_14-19-16,22.710014,32.928026,2.534335,0.6,49.2,0.1,1800,640,364,1,0
dataset_filtered/A0a_007.jpg,2024-10-21_14-19-19,2.547488,-40.240492,2.77897,0.6,60.82,0.1,1800,640,364,1,0
dataset_filtered/A0a_008.jpg,2024-10-21_14-19-21,-22.89591,-32.348173,2.835622,0.6,63.51,0.1,1800,640,364,1,0
dataset_filtered/A0a_009.jpg,2024-10-21_14-19-24,-30.0,20.280166,2.97897,0.6,70.29,0.1,1800,640,364,1,0
dataset_filtered/A0a_010.jpg,2024-10-21_14-19-26,26.819062,29.677217,3.145494,0.6,78.18,0.1,1800,640,364,1,0
dataset_filtered/A0a_011.jpg,2024-10-21_14-19-29,12.345245,-39.647581,3.358369,0.6,88.29,0.1,1800,640,364,1,0
dataset_filtered/A0a_012.jpg,2024-10-21_14-19-31,-32.050187,-22.796054,3.463948,0.6,93.31,0.1,1800,640,364,1,0
dataset_filtered/A0a_013.jpg,2024-10-21_14-19-34,-29.997456,29.921018,3.599571,0.6,99.73,0.1,1800,640,364,1,0
dataset_filtered/A0a_014.jpg,2024-10-21_14-19-36,36.193775,17.029679,3.77897,0.6,108.24,0.1,1800,640,364,1,0
dataset_filtered/A0a_015.jpg,2024-10-21_14-19-39,3.870384,-40.582101,3.976395,0.6,117.63,0.1,1800,640,364,1,0
