img_path,timestamp,x,y,z,layer_height,extrusion_e,extrusion_rate,speed_f,nozzle_tip_x,nozzle_tip_y,layer_height_class,extrusion_class
dataset_filtered/A1f_000.jpg,2024-10-24_12-03-38,-32.718568,-21.983027,1.665665,0.6,16.12,0.2,1800,637,368,1,1
dataset_filtered/A1f_001.jpg,2024-10-24_12-03-41,-19.822659,40.0,1.841631,0.6,32.74,0.2,1800,637,368,1,1
dataset_filtered/A1f_002.jpg,2024-10-24_12-03-43,39.412591,6.829911,2.001288,0.6,47.89,0.2,1800,637,368,1,1
dataset_filtered/A1f_003.jpg,2024-10-24_12-03-46,-3.970883,-39.53924,2.192704,0.6,66.07,0.2,1800,637,368,1,1
dataset_filtered/A1f_004.jpg,2024-10-24_12-03-48,-39.735948,-1.387861,2.312017,0.6,77.39,0.2,1800,637,368,1,1
dataset_filtered/A1f_005.jpg,2024-10-24_12-03-50,8.195811,39.151349,2.500858,0.6,95.23,0.2,1800,637,368,1,1
dataset_filtered/A1f_006.jpg,2024-10-24_12-03-53,40.0,-40.0,2.7,0.6,114.14,0.2,1800,637,368,1,1
dataset_filtered/A1f_007.jpg,2024-10-24_12-03-56,-19.362149,-34.369788,2.827039,0.6,126.2,0.2,1800,637,368,1,1
dataset_filtered/A1f_008.jpg,2024-10-24_12-03-58,-39.968792,19.681676,2.956652,0.6,138.5,0.2,1800,637,368,1,1
dataset_filtered/A1f_009.jpg,2024-10-24_12-04-00,26.819062,29.677217,3.145494,0.6,156.36,0.2,1800,637,368,1,1
dataset_filtered/A1f_010.jpg,2024-10-24_12-04-03,12.345245,-39.647581,3.358369,0.6,176.59,0.2,1800,637,368,1,1
dataset_filtered/A1f_011.jpg,2024-10-24_12-04-06,-23.251437,-32.261689,3.436481,0.6,184.01,0.2,1800,637,368,1,1
dataset_filtered/A1f_012.jpg,2024-10-24_12-04-08,-30.277917,20.0,3.578112,0.6,197.45,0.2,1800,637,368,1,1
dataset_filtered/A1f_013.jpg,2024-10-24_12-04-11,30.459225,25.927486,3.756652,0.6,214.36,0.2,1800,637,368,1,1
dataset_filtered/A1f_014.jpg,2024-10-24_12-04-13,3.870384,-40.582101,3.976395,0.6,235.26,0.2,1800,637,368,1,1
dataset_filtered/A1f_015.jpg,2024-10-24_12-04-15,-31.587949,-23.630173,4.062232,0.6,243.42,0.2,1800,637,368,1,1
dataset_filtered/A1f_016.jpg,2024-10-24_12-04-18,-20.0701,30.025751,4.22103,0.6,258.46,0.2,1800,637,368,1,1
dataset_filtered/A1f_017.jpg,2024-10-24_12-04-21,38.107502,12.158022,4.390129,0.6,274.52,0.2,1800,637,368,1,1
dataset_filtered/A1f_018.jpg,2024-10-24_12-04-23,0.265394,-40.692756,4.58412,0.6,293.0,0.2,1800,637,368,1,1
dataset_filtered/A1f_019.jpg,2024-10-24_12-04-26,-39.901017,-5.644226,4.704292,0.6,304.44,0.2,1800,637,368,1,1
