img_path,timestamp,x,y,z,layer_height,extrusion_e,extrusion_rate,speed_f,nozzle_tip_x,nozzle_tip_y,layer_height_class,extrusion_class
dataset_filtered/B7a_000.jpg,2024-10-14_10-11-49,-39.284813,-4.591713,1.807725,0.9,139.05,1.4,1800,639,363,2,2
dataset_filtered/B7a_001.jpg,2024-10-14_10-11-52,18.181434,35.629135,2.134764,0.9,283.34,1.4,1800,639,363,2,2
dataset_filtered/B7a_002.jpg,2024-10-14_10-11-55,16.382493,-39.679114,2.474678,0.9,433.92,1.4,1800,639,363,2,2
dataset_filtered/B7a_003.jpg,2024-10-14_10-11-58,-30.33955,-25.401204,2.635622,0.9,505.2,1.4,1800,639,363,2,2
dataset_filtered/B7a_004.jpg,2024-10-14_10-12-01,-20.0,30.277596,2.881545,0.9,613.62,1.4,1800,639,363,2,2
dataset_filtered/B7a_005.jpg,2024-10-14_10-12-04,39.967324,1.616401,3.16867,0.9,740.79,1.4,1800,639,363,2,2
dataset_filtered/B7a_006.jpg,2024-10-14_10-12-07,-5.447116,-39.253541,3.444206,0.9,863.0,1.4,1800,639,363,2,2
dataset_filtered/B7a_007.jpg,2024-10-14_10-12-10,-39.70958,20.0,3.687554,0.9,970.68,1.4,1800,639,363,2,2
dataset_filtered/B7a_008.jpg,2024-10-14_10-12-13,33.604196,21.696908,4.001717,0.9,1109.5,1.4,1800,639,363,2,2
dataset_filtered/B7a_009.jpg,2024-10-14_10-12-16,14.841724,-39.191452,4.279828,0.9,1233.05,1.4,1800,639,363,2,2
dataset_filtered/B7a_010.jpg,2024-10-14_10-12-18,-40.188803,2.542512,4.532189,0.9,1345.09,1.4,1800,639,363,2,2
dataset_filtered/B7a_011.jpg,2024-10-14_10-12-21,22.754584,32.897145,4.85279,0.9,1486.6,1.4,1800,639,363,2,2
dataset_filtered/B7a_012.jpg,2024-10-14_10-12-24,14.911007,-38.943802,5.179828,0.9,1632.18,1.4,1800,639,363,2,2
dataset_filtered/B7a_013.jpg,2024-10-14_10-12-27,-31.241589,-24.33157,5.34206,0.9,1704.36,1.4,1800,639,363,2,2
dataset_filtered/B7a_014.jpg,2024-10-14_10-12-30,-20.0,30.68572,5.585408,0.9,1811.75,1.4,1800,639,363,2,2
dataset_filtered/B7a_015.jpg,2024-10-14_10-12-33,40.0,-40.0,6.0,0.9,1996.51,1.4,1800,639,363,2,2
dataset_filtered/B7a_016.jpg,2024-10-14_10-12-36,-11.547911,-36.05722,6.167382,0.9,2071.2,1.4,1800,639,363,2,2
dataset_filtered/B7a_017.jpg,2024-10-14_10-12-39,-30.267278,20.0,6.42103,0.9,2183.96,1.4,1800,639,363,2,2
dataset_filtered/B7a_018.jpg,2024-10-14_10-12-42,36.84929,15.560395,6.724893,0.9,2318.69,1.4,1800,639,363,2,2
dataset_filtered/B7a_019.jpg,2024-10-14_10-12-45,4.744377,-41.195277,7.013305,0.9,2447.73,1.4,1800,639,363,2,2
dataset_filtered/B7a_020.jpg,2024-10-14_10-12-48,-38.34137,13.379961,7.270815,0.9,2562.77,1.4,1800,639,363,2,2
dataset_filtered/B7a_021.jpg,2024-10-14_10-12-51,35.949388,17.539374,7.618455,0.9,2716.87,1.4,1800,639,363,2,2
dataset_filtered/B7a_022.jpg,2024-10-14_10-12-54,2.054076,-41.650791,7.922318,0.9,2853.07,1.4,1800,639,363,2,2
dataset_filtered/B7a_023.jpg,2024-10-14_10-12-57,-34.672575,-14.475144,8.078112,0.9,2922.82,1.4,1800,639,363,2,2
dataset_filtered/B7a_024.jpg,2024-10-14_10-12-59,-19.607322,40.0,8.320172,0.9,3029.76,1.4,1800,639,363,2,2
dataset_filtered/B7a_025.jpg,2024-10-14_10-13-02,32.036387,-41.984728,8.725751,0.9,3211.67,1.4,1800,639,363,2,2
dataset_filtered/B7a_026.jpg,2024-10-14_10-13-05,-21.178347,-33.834021,8.900858,0.9,3290.2,1.4,1800,639,363,2,2
dataset_filtered/B7a_027.jpg,2024-10-14_10-13-08,-30.0,29.689089,9.157082,0.9,3404.47,1.4,1800,639,363,2,2
dataset_filtered/B7a_028.jpg,2024-10-14_10-13-11,39.61763,-40.157482,9.601288,0.9,3603.1,1.4,1800,639,363,2,2
dataset_filtered/B7a_029.jpg,2024-10-14_10-13-14,-0.487406,-41.581737,9.73133,0.9,3661.47,1.4,1800,639,363,2,2
dataset_filtered/B7a_030.jpg,2024-10-14_10-13-17,-39.342904,20.0,9.999142,0.9,3781.3,1.4,1800,639,363,2,2
dataset_filtered/B7a_031.jpg,2024-10-14_10-13-20,39.565844,5.877612,10.357082,0.9,3941.01,1.4,1800,639,363,2,2
dataset_filtered/B7a_032.jpg,2024-10-14_10-13-23,-2.687009,-40.816305,10.639056,0.9,4067.67,1.4,1800,639,363,2,2
dataset_filtered/B7a_033.jpg,2024-10-14_10-13-26,-41.532385,-3.120143,10.823176,0.9,4150.24,1.4,1800,639,363,2,2
dataset_filtered/B7a_034.jpg,2024-10-14_10-13-29,10.275636,38.519773,11.118026,0.9,4281.53,1.4,1800,639,363,2,2
dataset_filtered/B7a_035.jpg,2024-10-14_10-13-32,11.56014,-39.036807,11.492704,0.9,4449.63,1.4,1800,639,363,2,2
dataset_filtered/B7a_036.jpg,2024-10-14_10-13-35,-31.669176,-22.79001,11.653648,0.9,4521.74,1.4,1800,639,363,2,2
dataset_filtered/B7a_037.jpg,2024-10-14_10-13-38,-19.545005,40.0,11.925322,0.9,4642.73,1.4,1800,639,363,2,2
dataset_filtered/B7a_038.jpg,2024-10-14_10-13-41,2.220511,-41.995372,12.423605,0.9,4865.83,1.4,1800,639,363,2,2
dataset_filtered/B7a_039.jpg,2024-10-14_10-13-44,-24.503966,-32.824642,12.513734,0.9,4906.13,1.4,1800,639,363,2,2
dataset_filtered/B7a_040.jpg,2024-10-14_10-13-47,-20.054089,30.019819,12.793133,0.9,5030.6,1.4,1800,639,363,2,2
